Family,Genus,Species,FullSpecies,Present_name,Code_FB,TL_species,TL_genus,TL_family,TL_GOOD,TL_GOOD_level,Size_FishBase,Coeff_a,Coeff_b
Labridae,Pteragogus,sp.,Pteragogus sp.,Pteragogus,-999,-999,3.5,3.477487923,3.5,genus,-999,0.011849045,3.148753409
Labridae,Semicossyphus,darwini,Semicossyphus darwini,Semicossyphus darwini,12859,3.37,3.493333333,3.477487923,3.37,species,70,0.0289,3
Labridae,Stethojulis,albovittata,Stethojulis albovittata,Stethojulis albovittata,8025,3.56,3.36142858,3.477487923,3.56,species,14,0.0128,3.077
Labridae,Stethojulis,balteata,Stethojulis balteata,Stethojulis balteata,7828,3.190000057,3.36142858,3.477487923,3.190000057,species,15,0.030347902,2.581
Labridae,Stethojulis,bandanensis,Stethojulis bandanensis,Stethojulis bandanensis,5640,3.31,3.36142858,3.477487923,3.31,species,15,0.030347902,2.581
Labridae,Stethojulis,interrupta,Stethojulis interrupta,Stethojulis interrupta,6633,3.5,3.36142858,3.477487923,3.5,species,13,0.029218173,2.608078785
Labridae,Stethojulis,notialis,Stethojulis notialis,Stethojulis notialis,57373,-999,3.36142858,3.477487923,3.36142858,genus,7.39,0.030347902,2.581
Labridae,Stethojulis,sp.,Stethojulis sp.,Stethojulis,-999,-999,3.36142858,3.477487923,3.36142858,genus,12,0.030347902,2.581
Labridae,Stethojulis,strigiventer,Stethojulis strigiventer,Stethojulis strigiventer,5641,3.11,3.36142858,3.477487923,3.11,species,15,0.019083913,2.876257644
Labridae,Stethojulis,trilineata,Stethojulis trilineata,Stethojulis trilineata,6622,-999,3.36142858,3.477487923,3.36142858,genus,15,0.00716,3.257
Labridae,Suezichthys,cyanolaemus,Suezichthys cyanolaemus,Suezichthys cyanolaemus,4411,-999,3.446666667,3.477487923,3.446666667,genus,9.7,0.008102573,3
Labridae,Thalassoma,amblycephalum,Thalassoma amblycephalum,Thalassoma amblycephalum,5642,3.1,3.551764706,3.477487923,3.1,species,16,0.009548105,3
Labridae,Thalassoma,ballieui,Thalassoma ballieui,Thalassoma ballieui,7771,3.92,3.551764706,3.477487923,3.92,species,39.5,0.017830241,2.977652716
Labridae,Thalassoma,bifasciatum,Thalassoma bifasciatum,Thalassoma bifasciatum,3673,3.49,3.551764706,3.477487923,3.49,species,25,0.017830241,2.977652716
Labridae,Thalassoma,duperrey,Thalassoma duperrey,Thalassoma duperrey,7770,3.84,3.551764706,3.477487923,3.84,species,28,0.0155,2.89
Labridae,Thalassoma,duperrey/lutescens,Thalassoma lutescens,Thalassoma lutescens,5646,-999,3.551764706,3.477487923,3.551764706,genus,30,0.012995696,3.041862106
Labridae,Thalassoma,genivittatum,Thalassoma genivittatum,Thalassoma genivittatum,25809,3.5,3.551764706,3.477487923,3.5,species,20,0.017830241,2.977652716
Labridae,Thalassoma,grammaticum,Thalassoma grammaticum,Thalassoma grammaticum,13822,3.5,3.551764706,3.477487923,3.5,species,32,0.017830241,2.977652716
Labridae,Thalassoma,hardwicke,Thalassoma hardwicke,Thalassoma hardwicke,5643,3.5,3.551764706,3.477487923,3.5,species,20,0.017830241,2.977652716
Labridae,Thalassoma,hebraicum,Thalassoma hebraicum,Thalassoma hebraicum,8019,3.5,3.551764706,3.477487923,3.5,species,23,0.02709339,3
Labridae,Thalassoma,heiseri,Thalassoma heiseri,Thalassoma heiseri,56820,-999,3.551764706,3.477487923,3.551764706,genus,11.62,0.017830241,2.977652716
Labridae,Thalassoma,jansenii,Thalassoma jansenii,Thalassoma jansenii,5644,3.5,3.551764706,3.477487923,3.5,species,20,0.01122613,3
Labridae,Thalassoma,lucasanum,Thalassoma lucasanum,Thalassoma lucasanum,13860,3.45,3.551764706,3.477487923,3.45,species,15,0.017830241,2.977652716
Labridae,Thalassoma,lunare,Thalassoma lunare,Thalassoma lunare,5645,3.5,3.551764706,3.477487923,3.5,species,25,0.021100959,2.831738121
Labridae,Thalassoma,nigrofasciatum,Thalassoma nigrofasciatum,Thalassoma nigrofasciatum,62952,-999,3.551764706,3.477487923,3.551764706,genus,20,0.017830241,2.977652716
Labridae,Thalassoma,purpureum,Thalassoma purpureum,Thalassoma purpureum,5647,3.75,3.551764706,3.477487923,3.75,species,46,0.0259345,3
Labridae,Thalassoma,quinquevittatum,Thalassoma quinquevittatum,Thalassoma quinquevittatum,5648,3.58,3.551764706,3.477487923,3.58,species,17,0.01386619,3
Labridae,Thalassoma,rueppellii,Thalassoma rueppellii,Thalassoma rueppellii,25787,3.5,3.551764706,3.477487923,3.5,species,20,0.017830241,2.977652716
Labridae,Thalassoma,septemfasciata,Thalassoma septemfasciata,Thalassoma septemfasciatum,59650,-999,3.551764706,3.477487923,3.551764706,genus,31,0.017830241,2.977652716
Labridae,Thalassoma,sp.,Thalassoma sp.,Thalassoma,-999,-999,3.551764706,3.477487923,3.551764706,genus,-999,0.017830241,2.977652716
Labridae,Thalassoma,trilobatum,Thalassoma trilobatum,Thalassoma trilobatum,5649,3.75,3.551764706,3.477487923,3.75,species,30,0.017830241,2.977652716
Labridae,unknown,unknown,Labridae,Labridae,-999,-999,-999,3.477487923,3.477487923,family,-999,0.011849045,3.148753409
Labridae,Xyrichtys,sp.,Xyrichtys sp.,Xyrichtys,-999,-999,3.44,3.477487923,3.44,genus,-999,0.011849045,3.148753409
Lethrinidae,Gnathodentex,aureolineatus,Gnathodentex aureolineatus,Gnathodentex aureolineatus,1832,3.65,3.65,3.62911764,3.65,species,30,0.018039674,3.062543258
Lethrinidae,Gnathodentex,sp.,Gnathodentex sp.,Gnathodentex,-999,-999,3.65,3.62911764,3.65,genus,22,0.018039674,3.062543258
Lethrinidae,Gymnocranius,euanus,Gymnocranius euanus,Gymnocranius euanus,1837,3.37,3.450000004,3.62911764,3.37,species,45,0.022512539,3.000939294
Lethrinidae,Gymnocranius,grandoculis,Gymnocranius grandoculis,Gymnocranius grandoculis,1834,3.98,3.450000004,3.62911764,3.98,species,80,0.031990484,2.88488723
Lethrinidae,Gymnocranius,sp.,Gymnocranius sp.,Gymnocranius,-999,-999,3.450000004,3.62911764,3.450000004,genus,-999,0.022512539,3.000939294
Lethrinidae,Lethrinus,atkinsoni,Lethrinus atkinsoni,Lethrinus atkinsoni,1854,3.51,3.689166651,3.62911764,3.51,species,50,0.017798634,3.057374693
Lethrinidae,Lethrinus,borbonicus,Lethrinus borbonicus,Lethrinus borbonicus,1844,3.470000029,3.689166651,3.62911764,3.470000029,species,40,0.01408719,3.064758344
Lethrinidae,Lethrinus,enigmaticus,Lethrinus enigmaticus,Lethrinus enigmaticus,1855,3.829999924,3.689166651,3.62911764,3.829999924,species,55,0.0103,3.122
Lethrinidae,Lethrinus,erythracanthus,Lethrinus erythracanthus,Lethrinus erythracanthus,1862,3.410000086,3.689166651,3.62911764,3.410000086,species,70,0.01408719,3.064758344
Lethrinidae,Lethrinus,erythropterus,Lethrinus erythropterus,Lethrinus erythropterus,1842,3.700000048,3.689166651,3.62911764,3.700000048,species,50,0.01408719,3.064758344
Lethrinidae,Lethrinus,genivittatus,Lethrinus genivittatus,Lethrinus genivittatus,1865,3.61,3.689166651,3.62911764,3.61,species,25,0.017922873,2.995464866
Lethrinidae,Lethrinus,harak,Lethrinus harak,Lethrinus harak,1851,3.43,3.689166651,3.62911764,3.43,species,50,0.017005573,3.042260034
Lethrinidae,Lethrinus,lentjan,Lethrinus lentjan,Lethrinus lentjan,1863,3.869999886,3.689166651,3.62911764,3.869999886,species,52,0.019696789,2.986179959
Lethrinidae,Lethrinus,mahsena,Lethrinus mahsena,Lethrinus mahsena,1843,3.430000067,3.689166651,3.62911764,3.430000067,species,65,0.012,3.16
Lethrinidae,Lethrinus,microdon,Lethrinus microdon,Lethrinus microdon,1845,3.79,3.689166651,3.62911764,3.79,species,80,0.02034505,3
Lethrinidae,Lethrinus,miniatus,Lethrinus miniatus,Lethrinus miniatus,1858,3.769999981,3.689166651,3.62911764,3.769999981,species,90,0.006569768,3.276711754
Lethrinidae,Lethrinus,nebulosus,Lethrinus nebulosus,Lethrinus nebulosus,1846,3.640000105,3.689166651,3.62911764,3.640000105,species,87,0.018713693,2.996164909
Lethrinidae,Lethrinus,obsoletus,Lethrinus obsoletus,Lethrinus obsoletus,1847,3.119999886,3.689166651,3.62911764,3.119999886,species,60,0.017329694,3.025828472
Lethrinidae,Lethrinus,olivaceus,Lethrinus olivaceus,Lethrinus olivaceus,1864,4.199999809,3.689166651,3.62911764,4.199999809,species,100,0.029360671,2.850635264
Lethrinidae,Lethrinus,ornatus,Lethrinus ornatus,Lethrinus ornatus,1866,3.369999886,3.689166651,3.62911764,3.369999886,species,45,0.01408719,3.064758344
Lethrinidae,Lethrinus,rubrioperculatus,Lethrinus rubrioperculatus,Lethrinus rubrioperculatus,1848,3.829999924,3.689166651,3.62911764,3.829999924,species,50,0.012792181,3.108070727
Lethrinidae,Lethrinus,semicinctus,Lethrinus semicinctus,Lethrinus semicinctus,1849,4.01,3.689166651,3.62911764,4.01,species,35,0.01181499,3.116779494
Lethrinidae,Lethrinus,sp.,Lethrinus sp.,Lethrinus,-999,-999,3.689166651,3.62911764,3.689166651,genus,-999,0.017798634,3.057374693
Lethrinidae,Lethrinus,variegatus,Lethrinus variegatus,Lethrinus variegatus,1850,3.5,3.689166651,3.62911764,3.5,species,20,0.182,2.284
Lethrinidae,Lethrinus,xanthochilus,Lethrinus xanthochilus,Lethrinus xanthochilus,1852,3.75,3.689166651,3.62911764,3.75,species,70,0.020065193,2.96390263
Lethrinidae,Monotaxis,grandoculis,Monotaxis grandoculis,Monotaxis grandoculis,1869,3.400000095,3.400000095,3.62911764,3.400000095,species,60,0.022959421,3.02223458
Lethrinidae,Monotaxis,sp.,Monotaxis sp.,Monotaxis,-999,-999,3.400000095,3.62911764,3.400000095,genus,45,0.022959421,3.02223458
Lutjanidae,Aphareus,furca,Aphareus furca,Aphareus furca,81,4.14,4.125,3.905862071,4.14,species,70,0.01858872,3
Lutjanidae,Aprion,virescens,Aprion virescens,Aprion virescens,84,3.98,3.98,3.905862071,3.98,species,112,0.022966753,2.886269439
Lutjanidae,Hoplopagrus,guentherii,Hoplopagrus guentherii,Hoplopagrus guentherii,1393,3.85,3.85,3.905862071,3.85,species,92,0.0228,3
Lutjanidae,Lutjanus,adetii,Lutjanus adetii,Lutjanus adetii,1395,4.01,3.925283022,3.905862071,4.01,species,50,0.007067115,3.260642738
Lutjanidae,Lutjanus,alexandrei,Lutjanus alexandrei,Lutjanus alexandrei,63308,-999,3.925283022,3.905862071,3.925283022,genus,25,0.007067115,3.260642738
Lutjanidae,Lutjanus,analis,Lutjanus analis,Lutjanus analis,1403,3.92,3.925283022,3.905862071,3.92,species,94,0.0042,3.32
Lutjanidae,Lutjanus,apodus,Lutjanus apodus,Lutjanus apodus,1404,3.76,3.925283022,3.905862071,3.76,species,67.19999695,0.0216,2.92
Lutjanidae,Lutjanus,aratus,Lutjanus aratus,Lutjanus aratus,1405,4.09,3.925283022,3.905862071,4.09,species,100,0.0126,3
Lutjanidae,Lutjanus,argentimaculatus,Lutjanus argentimaculatus,Lutjanus argentimaculatus,1407,3.85,3.925283022,3.905862071,3.85,species,150,0.028000856,2.844262412
Lutjanidae,Lutjanus,argentiventris,Lutjanus argentiventris,Lutjanus argentiventris,1408,4.039999962,3.925283022,3.905862071,4.039999962,species,71,0.01733971,3
Lutjanidae,Lutjanus,bengalensis,Lutjanus bengalensis,Lutjanus bengalensis,1409,3.779999971,3.925283022,3.905862071,3.779999971,species,30,0.007067115,3.260642738
Lutjanidae,Lutjanus,biguttatus,Lutjanus biguttatus,Lutjanus biguttatus,1410,3.980000019,3.925283022,3.905862071,3.980000019,species,25,0.007067115,3.260642738
Lutjanidae,Lutjanus,bohar,Lutjanus bohar,Lutjanus bohar,1417,3.619999886,3.925283022,3.905862071,3.619999886,species,90,0.015628466,3.058646488
Lutjanidae,Lutjanus,campechanus,Lutjanus campechanus,Lutjanus campechanus,1423,4.01,3.925283022,3.905862071,4.01,species,100,0.007067115,3.260642738
Lutjanidae,Lutjanus,carponotatus,Lutjanus carponotatus,Lutjanus carponotatus,1424,4.02,3.925283022,3.905862071,4.02,species,40,0.007067115,3.260642738
Lutjanidae,Lutjanus,colorado,Lutjanus colorado,Lutjanus colorado,1426,3.39,3.925283022,3.905862071,3.39,species,91,0.01517121,3
Lutjanidae,Lutjanus,cyanopterus,Lutjanus cyanopterus,Lutjanus cyanopterus,1427,3.99,3.925283022,3.905862071,3.99,species,160,0.01515563,3.06
Lutjanidae,Lutjanus,decussatus,Lutjanus decussatus,Lutjanus decussatus,1428,4.02,3.925283022,3.905862071,4.02,species,35,0.007067115,3.260642738
Lutjanidae,Lutjanus,ehrenbergii,Lutjanus ehrenbergii,Lutjanus ehrenbergii,793,-999,3.925283022,3.905862071,3.925283022,genus,35,0.0026,3.335
Lutjanidae,Lutjanus,erythropterus,Lutjanus erythropterus,Lutjanus erythropterus,1406,4.11,3.925283022,3.905862071,4.11,species,81.6,0.0244,2.87
Lutjanidae,Lutjanus,fulviflamma,Lutjanus fulviflamma,Lutjanus fulviflamma,261,3.85,3.925283022,3.905862071,3.85,species,35,0.020478805,2.95984964
Lutjanidae,Lutjanus,fulvus,Lutjanus fulvus,Lutjanus fulvus,262,3.66,3.925283022,3.905862071,3.66,species,40,0.021061453,2.974331519
Lutjanidae,Lutjanus,gibbus,Lutjanus gibbus,Lutjanus gibbus,265,3.630000114,3.925283022,3.905862071,3.630000114,species,50,0.013092867,3.137520668
Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Lutjanus griseus,266,3.88,3.925283022,3.905862071,3.88,species,89,0.0182,2.94
Lutjanidae,Lutjanus,guttatus,Lutjanus guttatus,Lutjanus guttatus,152,3.83,3.925283022,3.905862071,3.83,species,80,0.0143,3
Lutjanidae,Lutjanus,inermis,Lutjanus inermis,Lutjanus inermis,153,3.83,3.925283022,3.905862071,3.83,species,34,0.007067115,3.260642738
Lutjanidae,Lutjanus,jocu,Lutjanus jocu,Lutjanus jocu,154,3.92,3.925283022,3.905862071,3.92,species,128,0.0085,3.2
Lutjanidae,Lutjanus,jordani,Lutjanus jordani,Lutjanus jordani,155,4.02,3.925283022,3.905862071,4.02,species,60,0.007067115,3.260642738
Lutjanidae,Lutjanus,kasmira,Lutjanus kasmira,Lutjanus kasmira,156,3.78,3.925283022,3.905862071,3.78,species,40,0.008424814,3.246964089
Lutjanidae,Lutjanus,lunulatus,Lutjanus lunulatus,Lutjanus lunulatus,158,3.98,3.925283022,3.905862071,3.98,species,35,0.007067115,3.260642738
Lutjanidae,Lutjanus,lutjanus,Lutjanus lutjanus,Lutjanus lutjanus,159,4.05,3.925283022,3.905862071,4.05,species,35,0.018204115,2.969094693
Lutjanidae,Lutjanus,mahogoni,Lutjanus mahogoni,Lutjanus mahogoni,161,3.98,3.925283022,3.905862071,3.98,species,48,0.0947,2.57
Lutjanidae,Lutjanus,maxweberi,Lutjanus maxweberi,Lutjanus maxweberi,164,-999,3.925283022,3.905862071,3.925283022,genus,17.25,0.007067115,3.260642738
Lutjanidae,Lutjanus,monostigma,Lutjanus monostigma,Lutjanus monostigma,166,4.27,3.925283022,3.905862071,4.27,species,60,0.022184666,2.91252239
Lutjanidae,Lutjanus,notatus,Lutjanus notatus,Lutjanus notatus,168,4,3.925283022,3.905862071,4,species,25,0.007067115,3.260642738
Lutjanidae,Lutjanus,novemfasciatus,Lutjanus novemfasciatus,Lutjanus novemfasciatus,169,4.1,3.925283022,3.905862071,4.1,species,170,0.01451811,3
Lutjanidae,Lutjanus,quinquelineatus,Lutjanus quinquelineatus,Lutjanus quinquelineatus,172,4.02,3.925283022,3.905862071,4.02,species,38,0.014600946,3.099583416
Lutjanidae,Lutjanus,rivulatus,Lutjanus rivulatus,Lutjanus rivulatus,173,4.13,3.925283022,3.905862071,4.13,species,80,0.008426947,3.260164377
Lutjanidae,Lutjanus,russellii,Lutjanus russellii,Lutjanus russellii,176,3.799999952,3.925283022,3.905862071,3.799999952,species,50,0.016584476,2.977892129
Lutjanidae,Lutjanus,sebae,Lutjanus sebae,Lutjanus sebae,178,3.86,3.925283022,3.905862071,3.86,species,116,0.011571347,3.151770349
Lutjanidae,Lutjanus,semicinctus,Lutjanus semicinctus,Lutjanus semicinctus,179,4.05,3.925283022,3.905862071,4.05,species,35,0.003983998,3.428015111
Lutjanidae,Lutjanus,sp.,Lutjanus sp.,Lutjanus,-999,-999,3.925283022,3.905862071,3.925283022,genus,-999,0.007067115,3.260642738
Lutjanidae,Lutjanus,stellatus,Lutjanus stellatus,Lutjanus stellatus,180,4.01,3.925283022,3.905862071,4.01,species,55,0.007067115,3.260642738
Lutjanidae,Lutjanus,synagris,Lutjanus synagris,Lutjanus synagris,181,3.66,3.925283022,3.905862071,3.66,species,60,0.0898,2.63
Lutjanidae,Lutjanus,viridis,Lutjanus viridis,Lutjanus viridis,183,4.16,3.925283022,3.905862071,4.16,species,30,0.007067115,3.260642738
Lutjanidae,Lutjanus,vitta,Lutjanus vitta,Lutjanus vitta,184,3.74000001,3.925283022,3.905862071,3.74000001,species,40,0.01249992,3.075172594
Lutjanidae,Macolor,macularis,Macolor macularis,Macolor macularis,186,3.97,3.99,3.905862071,3.97,species,60,0.01452633,3
Lutjanidae,Macolor,niger,Macolor niger,Macolor niger,187,4.01,3.99,3.905862071,4.01,species,75,0.01452633,3
Lutjanidae,Macolor,sp.,Macolor sp.,Macolor,-999,-999,3.99,3.905862071,3.99,genus,-999,0.01452633,3
Lutjanidae,Ocyurus,chrysurus,Ocyurus chrysurus,Ocyurus chrysurus,188,3.88,3.88,3.905862071,3.88,species,86.30000305,0.0145,3.032
Lutjanidae,Paracaesio,xanthura,Paracaesio xanthura,Paracaesio xanthura,194,3.4,3.514,3.905862071,3.4,species,50,0.0106,3.135
Lutjanidae,Pinjalo,pinjalo,Pinjalo pinjalo,Pinjalo pinjalo,196,3.45,3.395,3.905862071,3.45,species,80,0.0106,3.135
Lutjanidae,Symphorichthys,spilurus,Symphorichthys spilurus,Symphorichthys spilurus,214,3.8,3.8,3.905862071,3.8,species,60,0.01858872,3
Lutjanidae,Symphorus,nematophorus,Symphorus nematophorus,Symphorus nematophorus,215,4.18,4.18,3.905862071,4.18,species,100,0.01858872,3
Lutjanidae,unknown,unknown,Lutjanidae,Lutjanidae,-999,-999,-999,3.905862071,3.905862071,family,-999,0.0158,3.097
Monacanthidae,Acanthaluteres,vittiger,Acanthaluteres vittiger,Acanthaluteres vittiger,14550,2,2,3.062962966,2,species,35,0.011,3.242
Monacanthidae,Aluterus,scriptus,Aluterus scriptus,Aluterus scriptus,4275,3.02,3.316666667,3.062962966,3.02,species,110,0.0022,3
Monacanthidae,Amanses,scopas,Amanses scopas,Amanses scopas,6672,-999,-999,3.062962966,3.062962966,family,20,0.021943349,2.888804151
Monacanthidae,Cantherhines,dumerilii,Cantherhines dumerilii,Cantherhines dumerilii,5836,3.07,3.061666667,3.062962966,3.07,species,38,0.0406,2.792
Monacanthidae,Cantherhines,fronticinctus,Cantherhines fronticinctus,Cantherhines fronticinctus,7842,3.5,3.061666667,3.062962966,3.5,species,25,0.06832966,2.563
Monacanthidae,Cantherhines,macrocerus,Cantherhines macrocerus,Cantherhines macrocerus,4277,2.74,3.061666667,3.062962966,2.74,species,46,0.0561,2.653
Monacanthidae,Cantherhines,pardalis,Cantherhines pardalis,Cantherhines pardalis,6635,3.5,3.061666667,3.062962966,3.5,species,25,0.017,3.07
Monacanthidae,Cantherhines,pullus,Cantherhines pullus,Cantherhines pullus,1082,2.9,3.061666667,3.062962966,2.9,species,20,0.06832966,2.563
Monacanthidae,Cantherhines,rapanui,Cantherhines rapanui,Cantherhines rapanui,54610,-999,3.061666667,3.062962966,3.061666667,genus,16,0.06832966,2.563
Monacanthidae,Cantherhines,sandwichiensis,Cantherhines sandwichiensis,Cantherhines sandwichiensis,7835,2.66,3.061666667,3.062962966,2.66,species,19.3,0.06832966,2.563
Monacanthidae,Cantherhines,sp.,Cantherhines sp.,-999,-999,-999,3.061666667,3.062962966,3.061666667,genus,-999,0.06832966,2.563
Monacanthidae,Cantherhines,verecundus,Cantherhines verecundus,Cantherhines verecundus,12601,-999,3.061666667,3.062962966,3.061666667,genus,12.5,0.06832966,2.563
Monacanthidae,Eubalichthys,caeruleoguttatus,Eubalichthys caeruleoguttatus,Eubalichthys caeruleoguttatus,10999,-999,-999,3.062962966,3.062962966,family,38,0.011,3.242
Monacanthidae,Eubalichthys,gunnii,Eubalichthys gunnii,Eubalichthys gunnii,52447,-999,-999,3.062962966,3.062962966,family,60,0.011,3.242
Monacanthidae,Eubalichthys,mosaicus,Eubalichthys mosaicus,Eubalichthys mosaicus,14538,-999,-999,3.062962966,3.062962966,family,60,0.011,3.242
Monacanthidae,Meuschenia,flavolineata,Meuschenia flavolineata,Meuschenia flavolineata,14541,-999,2,3.062962966,2,genus,30,0.011,3.242
Monacanthidae,Meuschenia,galii,Meuschenia galii,Meuschenia galii,14545,-999,2,3.062962966,2,genus,34,0.011,3.242
Monacanthidae,Meuschenia,hippocrepis,Meuschenia hippocrepis,Meuschenia hippocrepis,14547,-999,2,3.062962966,2,genus,51,0.011,3.242
Monacanthidae,Meuschenia,trachylepis,Meuschenia trachylepis,Meuschenia trachylepis,55031,-999,2,3.062962966,2,genus,40,0.011,3.242
Monacanthidae,Monacanthus,chinensis,Monacanthus chinensis,Monacanthus chinensis,7976,-999,3.160000086,3.062962966,3.160000086,genus,38,0.0704,2.447
Monacanthidae,Oxymonacanthus,longirostris,Oxymonacanthus longirostris,Oxymonacanthus longirostris,6559,3.34,3.47,3.062962966,3.34,species,12,0.01319207,3
Monacanthidae,Paraluteres,prionurus,Paraluteres prionurus,Paraluteres prionurus,6560,2.66,2.66,3.062962966,2.66,species,11,0.021943349,2.888804151
Monacanthidae,Pervagor,alternans,Pervagor alternans,Pervagor alternans,4366,-999,-999,3.062962966,3.062962966,family,16,0.025,2.946
Monacanthidae,Pervagor,aspricaudus,Pervagor aspricaudus,Pervagor aspricaudus,4367,-999,-999,3.062962966,3.062962966,family,13,0.025,2.946
Monacanthidae,Pervagor,janthinosoma,Pervagor janthinosoma,Pervagor janthinosoma,4368,-999,-999,3.062962966,3.062962966,family,13,0.025,2.946
Monacanthidae,Pervagor,marginalis,Pervagor marginalis,Pervagor marginalis,4369,-999,-999,3.062962966,3.062962966,family,6.2,0.025,2.946
Monacanthidae,Pervagor,melanocephalus,Pervagor melanocephalus,Pervagor melanocephalus,4370,-999,-999,3.062962966,3.062962966,family,16,0.025,2.946
Monacanthidae,Pervagor,sp.,Pervagor sp.,Pervagor,-999,-999,-999,3.062962966,3.062962966,family,10,0.025,2.946
Monacanthidae,Pervagor,spilosoma,Pervagor spilosoma,Pervagor spilosoma,4373,-999,-999,3.062962966,3.062962966,family,18,0.025,2.946
Monacanthidae,Scobinichthys,granulatus,Scobinichthys granulatus,Scobinichthys granulatus,14555,-999,-999,3.062962966,3.062962966,family,30,0.011,3.242
Monacanthidae,Thamnaconus,analis,Thamnaconus analis,Thamnaconus analis,49304,-999,3.4,3.062962966,3.4,genus,19.3,0.011,3.242
Monacanthidae,unknown,unknown,Monacanthidae,Monacanthidae,-999,-999,-999,3.062962966,3.062962966,family,-999,0.011,3.242
Mullidae,Mulloidichthys,dentatus,Mulloidichthys dentatus,Mulloidichthys dentatus,3591,3.69,3.628000006,3.54097561,3.69,species,31,0.011973899,3.101092515
Mullidae,Mulloidichthys,flavolineatus,Mulloidichthys flavolineatus,Mulloidichthys flavolineatus,5983,3.470000029,3.628000006,3.54097561,3.470000029,species,43,0.011973899,3.101092515
Mullidae,Mulloidichthys,martinicus,Mulloidichthys martinicus,Mulloidichthys martinicus,1092,3.5,3.628000006,3.54097561,3.5,species,39.40000153,0.011973899,3.101092515
Mullidae,Mulloidichthys,mimicus,Mulloidichthys mimicus,Mulloidichthys mimicus,25437,-999,3.628000006,3.54097561,3.628000006,genus,30,0.011973899,3.101092515
Mullidae,Mulloidichthys,pfluegeri,Mulloidichthys pfluegeri,Mulloidichthys pfluegeri,5985,3.88,3.628000006,3.54097561,3.88,species,40,0.011973899,3.101092515
Mullidae,Mulloidichthys,vanicolensis,Mulloidichthys vanicolensis,Mulloidichthys vanicolensis,5984,3.6,3.628000006,3.54097561,3.6,species,38,0.0145,2.905
Mullidae,Parupeneus,barberinoides,Parupeneus barberinoides,Parupeneus barberinoides,5986,3.39,3.585,3.54097561,3.39,species,30,0.0123,3.081
Mullidae,Parupeneus,barberinus,Parupeneus barberinus,Parupeneus barberinus,5987,3.35,3.585,3.54097561,3.35,species,60,0.01306709,3.122492248
Mullidae,Parupeneus,chrysonemus,Parupeneus chrysonemus,Parupeneus chrysonemus,12603,-999,3.585,3.54097561,3.585,genus,19.6,0.01190118,3
Mullidae,Parupeneus,chrysopleuron,Parupeneus chrysopleuron,Parupeneus chrysopleuron,10470,3.5,3.585,3.54097561,3.5,species,55,0.01190118,3
Mullidae,Parupeneus,ciliatus,Parupeneus ciliatus,Parupeneus ciliatus,5989,3.32,3.585,3.54097561,3.32,species,38,0.011633172,3.219917119
Mullidae,Parupeneus,crassilabris,Parupeneus crassilabris,Parupeneus crassilabris,60947,3.45,3.585,3.54097561,3.45,species,35,0.01306709,3.122492248
Mullidae,Parupeneus,cyclostomus,Parupeneus cyclostomus,Parupeneus cyclostomus,5990,4.08,3.585,3.54097561,4.08,species,50,0.012416,3
Mullidae,Parupeneus,diagonalis,Parupeneus diagonalis,Parupeneus diagonalis,64626,-999,3.585,3.54097561,3.585,genus,16.5,0.01306709,3.122492248
Mullidae,Parupeneus,forsskali,Parupeneus forsskali,Parupeneus forsskali,10994,3.5,3.585,3.54097561,3.5,species,28,0.01306709,3.122492248
Mullidae,Parupeneus,heptacanthus,Parupeneus heptacanthus,Parupeneus heptacanthus,5991,3.86,3.585,3.54097561,3.86,species,36,0.016900092,3.078021694
Mullidae,Parupeneus,indicus,Parupeneus indicus,Parupeneus indicus,5992,3.5,3.585,3.54097561,3.5,species,45,0.014149783,3.114207325
Mullidae,Parupeneus,insularis,Parupeneus insularis,Parupeneus insularis,60849,3.88,3.585,3.54097561,3.88,species,30,0.01306709,3.122492248
Mullidae,Parupeneus,macronemus,Parupeneus macronemus,Parupeneus macronemus,7878,3.5,3.585,3.54097561,3.5,species,40,0.0052,3.381
Mullidae,Parupeneus,margaritatus,Parupeneus margaritatus,Parupeneus margaritatus,46374,-999,3.585,3.54097561,3.585,genus,23,0.01306709,3.122492248
Mullidae,Parupeneus,multifasciatus,Parupeneus multifasciatus,Parupeneus multifasciatus,5993,3.61,3.585,3.54097561,3.61,species,35,0.01135854,3.210819176
Mullidae,Parupeneus,orientalis,Parupeneus orientalis,Parupeneus orientalis,57855,-999,3.585,3.54097561,3.585,genus,24.9,0.01190118,3
Mullidae,Parupeneus,pleurostigma,Parupeneus pleurostigma,Parupeneus pleurostigma,5994,3.4,3.585,3.54097561,3.4,species,33,0.01190118,3
Mullidae,Parupeneus,porphyreus,Parupeneus porphyreus,Parupeneus porphyreus,12604,3.98,3.585,3.54097561,3.98,species,51,0.01526057,3
Mullidae,Parupeneus,rubescens,Parupeneus rubescens,Parupeneus rubescens,6373,3.5,3.585,3.54097561,3.5,species,43,0.0114,3.01
Mullidae,Parupeneus,signatus,Parupeneus signatus,Parupeneus signatus,49220,-999,3.585,3.54097561,3.585,genus,50,0.01190118,3
Mullidae,Parupeneus,sp.,Parupeneus sp.,Parupeneus,-999,-999,3.585,3.54097561,3.585,genus,-999,0.01190118,3
Mullidae,Parupeneus,spilurus,Parupeneus spilurus,Parupeneus spilurus,6626,-999,3.585,3.54097561,3.585,genus,36,0.019174408,3.021704906
